CO,NO2,Temperature,Humidity
4.0,10.08,28.33,98.68
1.71,80.75,15.15,66.84
3.14,34.25,39.8,87.86
2.37,31.11,5.32,29.32
2.45,99.47,8.39,61.34
2.03,36.35,18.93,83.22
2.89,11.24,18.89,69.46
7.69,71.81,1.49,11.1
7.34,50.97,29.2,15.06
8.29,26.67,7.76,35.71
3.8,10.89,32.95,90.03
0.9,32.41,18.79,17.52
3.23,70.79,6.52,74.67
1.96,41.07,8.74,93.76
3.11,23.8,16.81,46.1
3.89,30.14,1.64,55.46
9.99,68.84,34.54,41.71
5.17,75.74,19.87,34.74
4.66,9.86,11.61,77.09
4.88,50.94,30.73,76.19
6.55,70.46,6.25,20.04
3.97,44.91,10.12,47.59
8.45,31.1,36.84,80.78
1.64,60.77,3.82,22.29
1.55,22.78,10.83,89.42
9.48,42.39,1.19,77.56
9.23,33.7,21.75,21.07
8.97,69.97,0.1,82.92
3.65,67.37,24.55,69.71
6.61,49.41,27.03,67.74
4.73,95.32,4.26,13.17
5.19,17.43,34.89,42.69
5.55,32.72,5.23,33.7
6.83,65.08,33.48,37.13
9.57,15.78,15.7,23.82
3.31,49.47,24.71,78.89
0.51,95.86,23.12,94.46
9.49,55.45,17.61,14.1
5.51,42.57,24.15,18.76
8.99,27.17,32.49,62.85
2.38,76.06,33.86,84.97
1.57,66.77,16.52,44.82
6.44,25.4,38.94,15.39
8.09,92.02,7.45,21.36
2.37,77.76,8.57,29.55
0.31,59.29,11.06,16.36
9.49,18.79,34.99,65.11
2.67,86.11,1.33,20.69
1.77,63.76,11.75,68.63
1.4,82.18,22.83,81.39
7.6,36.13,22.1,55.05
1.72,11.31,4.98,85.4
6.85,85.72,5.71,93.83
8.07,30.6,11.57,80.26
8.73,93.29,31.86,85.66
2.63,82.88,36.73,11.8
1.87,33.56,6.64,13.88
3.73,88.05,36.33,79.97
2.03,61.18,34.73,10.02
7.02,17.98,12.42,25.27
9.51,39.41,18.25,96.65
6.78,25.64,12.55,17.66
2.08,23.19,8.59,84.43
7.47,71.91,11.85,89.49
0.34,23.97,29.87,99.85
3.58,8.8,35.24,65.46
3.95,56.09,11.67,97.36
1.79,76.3,21.49,74.51
2.18,64.37,10.71,97.11
4.78,49.52,21.31,77.26
8.45,54.07,33.16,41.82
2.44,24.25,28.19,13.01
8.68,7.68,13.15,75.61
8.35,58.23,12.1,23.0
4.71,68.48,0.17,18.34
2.22,75.24,35.31,13.87
2.27,55.76,35.29,98.66
2.11,5.74,6.84,50.1
2.31,50.41,15.06,67.64
6.71,6.4,32.85,19.45
2.32,39.68,29.46,95.39
5.85,91.09,13.03,45.09
4.91,66.72,23.55,11.82
3.6,57.84,2.42,91.79
6.95,68.06,22.3,82.01
1.26,20.32,37.28,11.18
0.61,64.44,37.62,55.34
3.0,63.8,20.77,61.79
0.22,22.9,24.53,82.04
9.74,25.48,14.88,20.15
4.55,24.74,24.16,30.69
5.44,88.1,26.06,97.15
2.35,38.27,38.92,12.83
7.13,44.63,38.57,43.52
7.47,33.88,8.44,42.86
6.86,67.23,29.63,22.03
1.4,49.05,22.36,65.19
7.1,90.98,6.86,40.05
8.22,96.3,2.47,96.09
9.18,38.42,38.67,46.36
5.73,78.68,29.51,69.95
0.37,89.74,37.55,86.1
7.05,67.29,6.22,19.99
5.94,14.11,21.46,45.62
2.08,64.65,8.87,88.08
5.52,93.6,7.21,23.24
2.69,40.03,29.2,73.68
4.73,76.22,31.93,39.93
2.95,77.82,6.4,65.11
0.39,73.54,13.0,30.63
7.43,59.28,24.51,80.79
7.44,8.79,30.17,84.41
2.44,79.11,18.88,18.55
1.83,66.7,30.68,66.99
2.69,64.84,11.46,44.37
3.53,36.99,20.63,72.18
9.24,40.77,19.94,41.56
2.17,95.04,38.34,58.69
8.37,21.13,15.62,76.64
6.11,57.44,28.19,89.64
1.42,45.28,28.1,95.55
9.28,60.56,12.96,67.97
6.47,16.58,31.18,27.39
8.95,59.58,5.07,44.4
7.46,50.05,14.25,54.82
1.43,48.8,22.6,21.25
0.56,72.29,32.98,60.55
7.93,34.43,12.13,94.93
6.26,15.04,32.21,74.88
4.78,76.64,24.87,42.44
3.49,71.03,29.36,52.09
6.88,13.26,3.02,73.89
9.11,27.79,13.86,83.09
2.02,10.24,28.15,73.89
8.61,49.92,23.74,94.53
9.49,31.25,15.98,66.92
8.88,92.15,12.04,11.67
9.09,45.36,38.12,81.5
5.82,25.28,33.38,70.43
9.89,57.38,21.49,44.49
2.75,37.07,21.32,97.34
6.77,74.82,27.48,96.6
6.57,41.31,8.68,72.5
4.48,15.78,12.35,27.32
6.26,23.44,31.45,21.44
5.66,51.19,21.64,64.14
9.17,78.86,21.39,99.85
4.88,59.23,22.56,39.09
6.34,99.7,38.98,84.19
8.56,52.02,7.37,21.48
0.63,50.37,29.45,16.89
7.11,73.68,6.2,93.21
3.47,22.19,7.09,79.89
0.6,16.7,31.68,79.92
4.95,12.97,2.35,65.74
3.88,79.38,32.02,78.29
5.89,20.22,30.49,78.8
0.45,41.32,32.84,36.92
4.59,55.69,18.44,64.7
4.91,65.14,31.76,86.12
9.38,55.78,12.75,40.29
4.23,34.85,33.62,32.88
1.79,5.72,23.61,77.44
0.82,60.43,12.11,50.16
0.57,47.37,0.47,24.95
9.92,67.99,18.99,23.27
5.77,79.63,2.68,95.8
0.82,19.39,30.13,16.7
4.61,41.06,30.49,75.67
3.22,8.24,23.29,42.97
3.91,65.05,24.25,55.11
5.68,49.0,38.06,53.57
6.54,25.76,36.26,60.38
0.78,36.85,16.82,94.05
4.08,92.57,0.16,49.22
1.76,60.26,14.23,33.21
3.2,38.75,14.51,38.92
9.96,63.34,28.64,34.43
0.85,55.35,36.96,84.51
8.88,44.73,1.0,40.27
6.33,24.3,8.49,31.56
3.04,83.88,39.1,29.31
8.25,37.11,1.09,66.56
9.7,37.12,3.34,32.83
6.79,83.5,10.21,52.0
5.44,96.1,7.44,94.03
1.94,68.14,14.41,41.65
7.76,78.1,28.57,23.69
1.09,94.08,35.68,91.37
5.32,92.97,35.27,13.06
9.28,5.28,14.46,17.97
9.66,29.9,16.92,29.78
9.6,96.52,34.03,48.81
2.16,32.02,37.06,80.9
5.66,25.24,11.25,84.35
7.78,64.36,10.01,42.62
5.71,47.81,23.37,77.72
5.37,74.12,31.99,68.05
0.91,81.78,18.67,21.31
3.03,39.57,8.98,18.19
9.94,45.12,31.58,73.43
0.57,15.26,28.79,46.26
3.27,97.61,35.48,27.1
5.4,92.45,24.53,44.39
0.94,95.39,16.23,90.89
9.8,17.32,36.71,88.04
5.34,39.07,29.59,68.01
9.25,31.23,37.71,48.39
1.82,84.32,11.8,52.1
3.49,33.05,1.05,40.81
5.22,39.44,18.29,27.78
9.49,38.39,12.18,28.13
3.27,20.54,22.14,47.68
3.64,61.23,9.22,83.81
7.01,89.88,2.15,11.66
0.75,58.74,25.37,91.64
9.24,56.9,30.53,58.33
2.9,23.97,20.69,72.99
5.01,98.24,32.86,97.36
6.41,55.78,28.1,34.89
2.97,61.14,6.52,24.08
6.19,52.99,11.02,17.71
8.21,76.26,5.44,66.69
5.53,8.6,4.14,68.08
7.33,24.33,35.51,94.83
7.29,40.92,0.13,33.51
8.19,29.33,39.2,74.39
7.83,17.2,0.78,15.98
1.35,69.54,17.24,89.98
7.52,68.67,21.3,41.87
3.43,89.67,33.13,30.59
5.92,57.18,17.16,29.99
1.04,25.94,36.58,82.73
5.31,75.25,24.22,65.57
4.81,41.76,28.09,70.39
1.01,14.6,25.62,30.54
4.48,57.68,4.2,51.96
9.99,61.57,28.09,12.34
4.09,86.98,39.69,12.9
0.96,73.06,21.71,53.62
2.14,15.7,30.94,22.77
6.63,24.65,0.43,82.1
1.92,57.26,18.59,40.96
3.45,65.65,18.92,98.73
6.24,14.33,17.45,81.93
5.02,83.23,4.26,96.0
2.36,94.73,17.65,82.45
7.6,74.33,3.13,97.89
2.8,59.8,5.28,92.72
7.11,11.15,35.92,69.22
8.52,93.53,4.95,22.01
7.13,55.49,23.11,30.93
7.35,9.32,24.06,49.12
9.28,73.59,15.14,31.47
3.42,41.49,30.72,33.49
6.67,95.89,39.85,44.74
4.91,68.54,34.02,79.45
3.66,79.65,36.28,61.8
6.87,38.47,37.67,53.43
2.12,74.52,23.96,69.37
3.55,65.41,31.18,63.97
3.83,90.89,35.44,86.69
4.86,71.69,19.09,41.3
3.62,18.07,28.81,69.89
5.76,70.37,4.15,50.9
8.72,84.23,32.78,37.04
9.7,27.83,3.18,66.67
3.59,66.2,36.39,85.5
3.96,67.3,22.15,52.1
2.38,32.95,33.44,74.46
9.04,61.05,29.83,21.7
5.49,73.9,37.98,19.23
6.76,81.59,34.21,88.48
2.38,30.86,38.13,16.74
3.6,90.28,17.1,13.97
0.19,80.42,21.17,19.56
7.91,29.48,4.35,74.05
4.23,13.56,39.9,38.82
2.04,22.83,16.84,67.9
3.91,10.84,1.24,21.05
3.05,86.2,1.15,62.69
0.8,28.45,4.69,53.9
5.35,73.97,23.51,38.34
2.66,32.17,17.63,30.15
4.87,32.45,0.41,88.21
3.76,88.3,23.15,61.81
4.17,39.64,8.66,34.82
2.68,35.72,10.29,94.47
0.77,47.78,20.29,21.42
1.21,69.34,14.87,23.56
8.49,45.92,18.37,62.43
3.22,12.05,12.27,25.98
7.38,46.22,27.76,53.72
5.55,18.77,39.37,97.41
9.71,88.66,24.22,37.4
5.12,16.65,5.31,45.08
7.06,6.18,10.27,61.03
8.23,48.68,18.16,93.99
0.91,63.1,30.18,59.67
5.27,38.87,24.14,19.77
0.47,18.77,12.88,79.25
5.89,21.12,2.07,33.01
7.3,86.59,11.53,70.25
8.33,18.21,15.06,72.86
8.25,95.79,36.0,62.35
9.02,37.73,28.46,72.07
0.89,64.83,16.6,15.46
1.23,80.93,27.78,62.8
9.62,99.3,19.08,37.74
6.86,23.38,17.45,51.19
9.83,65.28,23.21,98.5
9.51,77.31,5.93,90.94
2.43,63.36,36.05,23.56
8.54,20.57,34.16,43.81
5.8,65.29,23.95,74.6
0.86,51.48,4.0,78.76
7.02,71.48,3.46,51.43
6.94,54.49,21.26,88.81
5.88,24.57,29.35,58.61
4.01,17.34,30.14,83.44
4.42,27.94,5.85,24.02
9.98,90.83,10.56,92.41
5.76,93.07,4.71,72.86
1.58,51.46,22.01,52.34
6.37,37.96,2.11,94.88
7.18,27.5,14.3,57.89
4.23,78.27,36.29,11.14
9.7,69.94,33.11,89.55
7.83,31.46,14.92,59.5
2.68,64.9,6.9,62.53
6.27,29.93,37.81,70.31
5.25,42.98,20.24,75.47
7.27,90.31,20.24,57.47
1.19,28.3,28.54,80.31
3.02,36.8,10.91,61.8
9.89,32.02,27.68,68.84
1.11,51.8,18.06,77.86
1.49,18.0,15.44,25.34
6.53,82.69,11.4,80.73
4.22,44.24,39.34,11.26
0.59,53.65,38.76,62.27
9.69,87.39,26.52,61.05
2.28,86.14,11.49,90.56
7.28,80.45,39.15,24.32
8.54,87.76,29.69,21.73
3.15,35.23,33.3,43.87
9.08,11.22,13.96,17.0
4.07,42.94,18.99,92.01
8.81,21.02,9.03,65.09
9.58,12.54,26.94,14.97
6.32,70.57,26.52,37.94
7.81,78.22,31.76,38.67
0.98,12.84,4.46,79.09
0.78,93.51,10.81,14.1
9.28,91.98,30.51,87.55
0.56,88.7,32.38,84.63
8.78,90.08,17.08,52.96
7.29,72.56,28.32,69.71
4.01,89.14,23.39,50.57
7.48,67.25,7.27,10.19
9.01,94.8,19.2,71.14
2.7,23.18,35.65,46.16
6.72,58.31,26.91,72.93
9.84,20.54,12.11,32.5
6.44,66.71,5.06,61.96
1.63,39.45,26.0,11.02
9.24,45.62,18.62,33.65
4.84,78.22,14.15,25.74
5.91,27.43,31.34,98.76
2.2,97.51,12.82,23.33
2.53,54.56,26.25,50.06
4.88,89.93,2.07,60.37
9.93,69.0,27.66,63.6
4.77,77.0,15.75,91.43
5.88,15.9,30.86,65.13
6.55,47.24,4.72,31.25
5.52,86.22,17.33,20.76
3.18,25.54,18.49,32.31
2.07,99.43,15.76,75.56
0.15,68.93,34.54,34.53
6.86,20.13,29.92,58.77
4.83,73.9,36.2,61.42
0.86,18.37,25.01,96.45
1.74,84.12,35.95,36.0
6.56,59.41,32.41,23.01
8.74,98.72,27.07,14.73
5.61,81.18,6.58,81.74
1.18,18.43,28.39,16.07
8.87,64.56,30.13,22.53
8.67,24.82,12.6,43.42
7.36,82.63,15.7,23.72
5.91,61.51,38.82,21.23
5.8,46.62,37.92,21.44
4.63,36.28,35.95,80.93
2.41,41.57,24.2,18.97
2.84,57.47,10.95,67.42
7.56,68.18,8.19,24.87
3.25,5.46,29.92,35.44
3.46,82.3,11.17,84.23
5.19,54.21,1.58,83.81
1.23,76.22,25.54,42.38
9.91,28.09,20.05,81.49
2.1,66.9,33.27,24.26
6.92,57.69,23.51,62.74
7.27,95.1,3.87,34.94
0.76,15.52,14.38,85.99
3.9,60.44,37.96,41.52
0.6,43.66,16.87,82.69
2.87,22.01,10.35,98.3
2.58,34.2,29.54,43.79
1.18,77.07,28.42,19.5
7.81,15.13,18.9,19.96
5.42,85.92,14.27,99.39
8.49,83.02,21.73,82.81
8.71,94.09,20.11,86.45
1.32,47.59,17.68,16.38
3.62,59.85,36.83,33.17
7.84,10.13,27.28,67.81
4.54,87.85,27.82,57.53
2.37,42.47,18.43,13.88
2.17,90.13,16.18,13.54
2.73,61.08,12.99,81.09
0.22,95.09,18.47,28.58
7.85,91.19,16.36,80.67
4.84,57.82,32.21,15.57
1.1,47.66,6.02,79.75
1.82,79.8,8.53,92.96
2.01,22.66,6.39,25.41
2.66,18.94,5.89,95.84
3.35,70.5,37.91,72.2
2.01,92.32,32.4,68.7
0.92,76.81,0.79,38.52
2.77,17.08,14.41,83.79
9.64,76.89,10.91,70.47
8.71,91.17,37.36,52.67
4.03,96.27,18.74,21.43
9.28,56.23,14.0,94.08
6.79,39.49,3.86,62.87
5.76,27.04,39.74,84.16
6.98,98.82,13.11,31.61
1.94,28.19,35.26,79.37
6.68,52.93,27.64,51.83
8.57,98.98,2.51,36.5
1.65,93.42,27.0,17.12
9.68,47.57,27.93,65.12
7.09,97.56,0.43,57.98
1.38,87.3,8.2,27.8
1.24,29.28,15.14,66.39
2.79,11.49,36.35,52.91
2.44,80.01,3.85,86.4
6.44,69.33,2.75,49.84
7.41,88.91,26.44,58.44
9.6,84.32,13.85,24.84
7.8,9.28,29.96,43.21
7.85,8.91,22.0,68.34
0.5,32.97,29.08,61.1
2.94,13.4,3.27,72.66
9.68,77.45,20.79,81.25
8.01,97.87,8.27,54.67
4.41,35.13,15.83,47.01
7.81,51.27,8.14,60.39
4.93,67.64,19.08,96.05
9.12,46.29,37.06,23.21
1.73,6.17,23.35,91.82
1.39,14.74,23.79,81.68
9.64,50.94,9.49,28.42
7.64,79.67,7.71,52.45
5.35,62.02,15.53,39.91
5.45,61.5,24.78,91.55
2.6,96.82,15.7,64.64
6.23,39.87,8.16,21.19
8.43,13.1,9.5,59.9
3.99,11.02,31.96,70.92
6.68,84.96,7.03,25.38
5.26,50.69,38.45,93.33
1.44,85.84,28.3,67.58
1.43,57.79,24.67,63.99
2.59,40.68,38.12,11.15
9.37,53.24,28.19,93.3
8.66,26.45,0.13,22.23
9.4,24.54,3.09,88.28
6.15,47.06,32.89,25.76
8.35,66.39,11.24,88.63
4.5,82.07,39.61,82.06
0.13,11.53,20.74,25.57
7.06,36.6,7.04,70.83
5.99,69.95,2.79,35.5
7.59,96.11,35.05,98.62
7.23,8.85,5.0,89.71
6.7,99.06,35.58,39.12
1.46,38.18,21.79,17.23
0.79,54.26,22.69,53.25
4.97,43.69,6.15,78.35
3.29,95.76,35.52,21.78
1.87,10.31,25.18,50.05
7.21,22.87,24.51,52.55
9.2,21.1,14.16,73.12
9.62,91.98,1.41,85.1
4.46,17.06,18.88,23.53
1.73,10.57,8.88,96.55
3.61,60.53,30.16,40.06
5.86,57.62,19.36,72.76
5.84,18.64,37.33,47.77
8.28,55.31,3.68,39.33
7.97,39.65,12.96,90.65
1.51,50.97,32.48,77.06
8.05,5.34,26.16,10.84
5.4,41.31,22.13,62.56
2.53,11.76,12.36,42.54
8.08,36.52,7.98,23.22
6.99,11.53,33.5,15.4
9.22,7.57,39.03,18.39
9.72,56.64,4.82,82.18
1.39,11.98,18.61,81.74
0.95,31.89,25.31,23.21
1.07,81.32,4.78,21.19
7.25,79.3,8.0,26.74
3.71,24.59,23.46,80.0
6.69,43.64,29.86,34.19
2.81,76.47,3.58,98.8
1.0,14.64,36.21,64.83
2.72,26.9,33.56,41.17
2.29,94.84,12.99,20.7
4.62,50.48,1.04,70.87
9.31,33.51,22.07,33.04
6.61,15.17,7.1,30.27
7.26,55.31,34.47,79.61
7.16,49.41,33.71,60.64
6.34,91.28,25.77,38.41
0.13,59.69,37.1,60.68
5.76,11.59,26.66,93.78
7.23,92.08,3.98,21.03
7.67,66.36,4.4,91.05
1.07,90.6,8.61,48.15
8.39,21.57,5.48,95.15
7.75,67.98,19.98,56.87
3.3,29.64,13.55,80.44
4.82,82.01,26.62,93.26
9.2,81.33,36.22,56.64
1.65,21.38,18.91,77.83
3.97,85.0,38.87,85.16
5.4,31.62,9.18,57.46
4.51,49.86,7.01,32.27
0.69,40.71,15.76,18.03
7.07,63.79,22.21,32.91
2.22,80.3,14.73,55.24
6.66,25.95,30.38,72.59
7.73,73.14,14.43,19.14
8.13,24.95,15.84,69.07
9.08,96.25,9.69,36.06
4.72,97.32,36.79,13.64
0.74,60.11,16.56,93.22
5.49,54.66,19.4,33.2
3.78,82.02,16.66,22.68
7.37,82.05,31.79,48.35
1.31,98.43,23.75,24.35
1.58,18.79,20.55,79.25
7.12,74.86,25.41,21.17
7.23,61.1,23.25,69.65
5.04,77.3,17.36,78.2
3.3,19.96,13.92,27.55
1.55,40.28,25.14,89.89
8.04,94.91,6.16,74.56
3.49,29.39,12.41,14.35
1.4,62.72,21.27,11.76
2.8,45.79,34.27,87.73
5.36,68.4,33.4,78.85
7.26,9.41,23.37,38.55
2.74,51.16,27.38,34.05
9.62,87.92,21.48,33.43
9.08,85.06,24.76,57.82
9.21,11.14,10.64,58.24
2.17,88.41,0.73,30.66
2.53,31.92,33.13,14.22
4.23,61.36,22.7,87.41
3.91,6.23,25.08,74.61
6.74,75.45,35.06,27.08
1.4,65.83,29.81,47.93
5.7,87.81,33.88,87.09
3.76,62.55,12.97,86.29
6.27,32.45,2.48,83.72
3.28,5.2,1.9,57.1
0.6,66.6,23.34,12.32
9.6,61.79,12.02,29.26
3.91,55.74,34.56,45.86
6.52,54.53,7.07,87.25
4.44,53.09,5.32,54.08
7.26,61.01,27.44,22.93
1.95,74.49,26.61,10.96
0.71,38.83,2.02,77.13
3.55,57.54,1.81,49.81
8.62,44.4,5.09,12.2
8.89,69.9,12.58,99.26
1.12,8.42,14.57,34.53
4.86,63.29,39.86,95.36
0.19,9.75,28.86,24.86
3.72,37.84,33.85,88.3
5.09,39.57,16.56,12.1
6.48,42.65,35.66,62.45
9.61,23.54,16.2,39.45
4.35,50.92,24.55,18.06
9.85,79.49,16.77,12.36
6.83,12.27,30.54,21.02
4.9,63.38,4.86,13.17
2.66,79.9,33.16,12.15
7.65,31.31,31.66,66.34
7.28,46.06,39.2,52.59
5.45,62.73,32.75,71.4
4.48,59.8,2.38,65.28
7.93,70.58,21.11,82.32
4.42,73.94,0.78,36.33
6.97,12.52,10.37,99.52
8.02,74.43,8.26,42.58
8.53,18.54,7.94,41.95
7.4,38.23,24.05,27.96
8.13,22.03,26.6,16.18
1.91,42.93,21.15,39.54
9.44,67.25,34.67,37.67
0.12,30.22,2.3,82.73
1.12,50.29,10.87,18.26
5.91,18.27,31.65,42.44
2.38,23.25,6.14,95.89
3.98,51.29,4.06,97.71
3.91,66.93,28.52,65.08
3.39,35.06,16.48,89.14
8.0,92.47,37.61,34.36
1.29,66.5,14.38,24.39
8.62,78.71,23.55,66.2
5.93,80.85,22.91,70.15
2.27,86.19,23.47,83.76
3.79,76.01,28.28,94.8
5.33,30.12,25.15,88.66
4.97,32.97,3.0,81.12
0.1,16.36,23.35,97.03
4.24,53.54,27.36,31.23
4.4,28.44,15.31,97.97
7.2,15.69,27.58,17.08
1.38,35.25,17.92,54.25
2.93,54.23,4.78,28.65
0.71,27.73,28.88,17.57
5.73,99.18,1.23,72.33
9.3,74.44,38.34,49.65
5.66,60.07,9.05,77.67
3.1,13.54,18.14,83.44
9.25,16.81,11.08,63.62
2.93,48.04,39.73,51.1
0.11,66.91,18.42,69.1
4.15,44.73,1.48,35.7
3.15,16.5,15.94,19.53
5.43,39.99,37.5,97.55
5.01,52.25,12.72,17.25
4.18,6.6,12.19,62.03
5.04,28.42,24.89,79.46
4.28,99.47,18.31,38.3
3.88,49.75,23.3,93.2
0.85,56.43,5.43,51.12
9.22,47.83,34.02,73.21
9.9,89.03,12.85,32.9
4.35,35.77,33.48,78.46
2.62,61.8,32.02,29.29
4.15,21.98,0.8,40.84
1.51,43.75,35.87,78.88
5.87,52.56,12.94,73.86
5.63,61.57,34.87,35.45
2.57,75.21,34.89,86.62
6.56,80.45,10.36,30.72
9.88,23.77,23.51,36.12
5.31,27.89,18.66,33.43
1.09,45.37,31.21,30.85
7.59,21.16,37.98,19.71
1.17,63.43,9.39,86.06
6.83,69.82,6.52,90.47
4.78,84.55,36.57,77.98
1.8,7.96,24.81,34.65
1.73,79.98,13.58,16.95
4.64,46.06,37.78,90.13
0.95,92.5,28.08,75.58
1.62,47.01,24.7,94.92
9.33,61.03,19.76,81.11
1.18,76.68,19.54,51.42
9.4,31.4,13.47,46.25
5.79,62.73,38.08,43.16
5.85,18.18,9.25,51.69
3.9,65.54,39.17,40.97
7.62,23.63,0.6,35.1
5.2,76.19,26.81,99.27
8.42,43.84,31.63,35.25
1.1,54.05,18.03,56.2
6.61,83.88,6.51,97.19
0.84,56.54,27.28,86.24
1.77,49.11,9.5,39.2
2.5,87.64,5.81,82.48
9.34,29.07,39.18,34.32
0.91,75.28,11.5,91.24
1.59,95.44,37.98,69.42
0.38,25.82,38.77,94.47
3.6,55.1,22.44,63.19
2.8,14.23,38.07,21.62
1.82,18.13,27.63,97.19
1.95,25.27,22.51,37.6
6.41,21.84,39.83,18.09
8.34,30.55,26.71,35.47
1.79,64.44,10.75,84.94
8.01,22.57,26.25,68.15
2.75,48.2,38.23,13.51
2.75,71.56,21.82,48.1
5.26,30.55,1.56,62.23
4.76,61.35,2.0,97.19
3.89,8.94,7.94,19.04
6.65,92.0,24.5,32.42
0.86,90.21,34.22,51.76
0.48,7.02,37.91,18.11
5.19,59.17,23.28,56.02
6.78,45.96,9.36,91.08
1.15,62.44,37.13,35.96
9.99,91.97,38.8,20.72
6.54,58.05,22.8,97.43
8.27,83.24,26.22,89.67
8.76,18.77,33.86,27.79
5.6,64.32,34.33,33.81
3.0,26.67,24.29,76.84
1.61,67.3,21.44,83.71
0.94,27.15,32.95,16.51
4.14,61.92,21.6,91.57
1.98,5.33,10.84,64.33
0.6,56.73,30.4,11.0
9.69,36.29,27.97,68.53
4.13,62.7,35.92,21.13
8.05,49.73,27.21,28.33
8.6,57.98,25.54,95.43
5.53,8.23,1.07,93.75
1.46,81.72,16.55,75.91
5.15,24.77,33.82,38.15
4.12,59.43,1.43,51.6
4.83,83.83,20.92,21.89
9.6,89.08,0.78,85.38
8.97,42.26,8.09,72.05
7.86,99.98,12.54,32.43
2.04,5.91,14.36,11.7
2.11,34.77,28.97,22.05
2.56,19.39,21.21,17.6
6.63,6.67,37.15,34.59
7.1,24.75,15.74,61.8
9.22,28.27,38.4,84.56
2.97,83.22,29.42,23.12
9.53,73.85,34.59,68.57
0.42,42.18,12.18,26.78
5.94,46.0,38.94,94.95
2.57,86.57,1.87,90.46
6.27,10.1,7.41,51.06
6.9,87.16,39.49,44.87
2.3,42.8,26.41,70.9
0.77,46.43,28.25,59.9
3.91,24.99,4.77,65.13
9.66,20.64,19.67,44.18
8.87,48.07,4.96,76.12
9.11,71.79,33.88,93.15
0.95,7.76,20.75,67.48
1.52,76.35,38.15,70.37
3.74,91.83,30.54,10.43
9.26,48.06,31.61,42.89
7.38,41.19,29.78,95.55
3.76,79.24,4.03,43.3
8.3,57.08,31.13,85.08
7.35,76.26,37.83,77.41
1.0,73.6,0.6,92.47
8.97,78.57,5.32,79.59
0.53,44.69,15.39,77.31
5.38,10.16,6.45,86.54
5.23,32.25,18.93,72.77
1.33,17.92,30.06,16.25
1.84,41.15,14.24,22.75
0.47,98.0,2.23,98.84
3.75,35.18,15.4,27.33
4.26,17.13,27.39,17.15
6.24,81.41,24.12,83.74
2.31,19.27,10.66,32.23
9.38,25.72,14.62,53.52
6.5,49.62,9.87,13.65
8.18,55.4,2.8,29.65
6.37,71.27,22.77,96.81
5.14,24.29,14.2,80.39
9.81,40.26,36.24,35.7
3.73,51.96,2.0,82.54
0.45,80.18,23.42,25.37
2.81,60.08,28.49,54.86
7.53,38.52,38.98,71.29
5.4,96.2,32.31,54.41
4.73,51.95,33.09,88.18
0.96,12.61,4.12,30.54
0.28,33.96,16.71,51.24
2.12,21.46,12.25,38.32
2.17,36.64,30.23,16.94
3.32,67.85,8.87,53.16
1.05,78.94,30.76,75.48
7.8,31.67,0.75,30.08
9.07,67.68,13.19,57.47
1.92,48.24,29.13,99.7
5.6,66.51,23.04,45.87
1.79,15.13,25.73,63.61
6.45,98.81,24.76,45.85
1.3,43.55,30.47,98.11
7.87,13.09,22.15,94.63
3.21,85.81,20.3,68.11
8.78,44.72,34.88,38.91
2.17,99.09,5.92,71.91
6.78,20.96,7.7,43.16
3.92,18.74,28.9,77.27
4.59,81.57,12.17,24.38
8.68,44.35,36.49,90.82
6.04,27.9,20.4,80.2
3.41,75.17,36.62,64.37
8.33,74.83,22.81,64.19
5.84,92.83,29.04,14.81
1.37,44.85,38.34,94.42
5.44,63.83,18.02,68.57
2.76,26.83,16.25,71.93
5.92,34.84,32.61,99.18
1.44,66.36,12.53,73.85
8.06,79.7,39.96,47.74
1.04,27.08,14.77,10.27
9.01,62.53,38.16,50.07
1.56,46.83,17.32,14.67
10.0,76.22,33.02,11.42
2.96,99.47,15.87,90.46
3.71,14.07,24.58,24.94
5.09,74.94,32.96,60.81
3.24,71.23,25.02,84.11
5.24,78.55,13.17,25.28
4.61,82.13,38.5,67.83
9.91,7.45,13.92,64.31
0.77,77.44,20.64,94.0
3.78,93.32,1.94,20.23
9.0,49.24,27.92,33.3
8.72,84.12,34.88,91.45
0.73,65.85,24.49,16.93
0.84,69.72,37.46,71.5
1.19,89.36,23.38,84.67
6.48,34.72,9.08,61.55
0.76,38.3,3.81,21.33
5.23,23.92,31.54,86.35
1.01,68.08,5.88,69.89
6.9,83.89,32.08,33.37
5.43,17.43,17.32,38.03
9.4,16.91,24.41,40.66
6.35,11.51,23.98,75.67
2.29,82.23,9.73,89.59
5.31,53.59,2.96,70.23
9.34,71.8,11.77,93.26
3.42,58.46,2.15,29.78
6.76,29.3,11.75,51.62
1.57,19.99,1.86,97.76
0.15,77.75,21.93,18.56
5.0,14.79,34.46,66.76
1.07,46.33,21.25,18.29
6.78,89.32,7.63,85.43
4.91,7.28,16.0,42.18
3.41,73.14,4.76,23.72
7.52,80.6,33.33,98.17
4.97,71.1,34.11,78.33
5.22,98.01,23.04,87.37
6.05,31.32,19.89,15.44
7.93,35.28,21.3,58.46
8.45,90.79,15.58,81.47
8.32,55.25,13.6,91.76
7.4,18.96,34.82,14.25
0.79,24.86,17.07,17.19
0.91,83.7,0.04,53.59
9.5,10.72,6.18,58.51
1.68,63.83,28.98,54.54
1.48,32.96,31.04,65.75
3.32,46.76,23.99,95.4
5.23,10.46,18.11,37.03
