CO,NO2,Temperature,Humidity
2.1,112.0,34.0,19.2
2.0,120.0,31.7,21.6
1.9,106.0,29.7,24.2
2.3,112.0,27.9,27.6
2.4,120.0,26.8,29.9
2.2,114.0,25.8,33.0
1.2,70.0,26.3,33.1
1.1,64.0,24.3,38.1
-200.0,55.0,23.3,39.5
0.6,50.0,21.1,45.6
0.7,62.0,20.2,48.5
0.4,53.0,21.3,45.5
0.6,85.0,22.6,31.0
0.9,102.0,25.7,34.8
0.9,97.0,31.6,23.8
0.8,91.0,36.3,16.3
0.4,62.0,37.9,15.0
0.3,57.0,39.4,13.7
0.1,40.0,40.2,12.3
0.5,60.0,41.3,11.9
0.4,70.0,41.4,11.8
0.3,53.0,40.1,13.6
0.4,54.0,37.6,16.4
0.6,58.0,33.9,20.3
0.8,73.0,31.6,22.9
1.2,99.0,29.7,24.8
1.6,102.0,29.0,27.0
1.2,101.0,27.9,30.4
0.5,77.0,28.0,30.6
0.3,55.0,26.8,32.3
0.1,51.0,26.6,33.0
0.1,50.0,22.2,42.8
0.3,75.0,21.2,46.3
0.8,89.0,21.4,46.5
2.3,112.0,22.9,43.0
3.4,142.0,25.2,38.6
2.5,145.0,27.1,34.9
2.4,165.0,32.4,24.8
2.1,159.0,36.8,18.0
-200.0,159.0,39.1,16.0
-200.0,131.0,39.2,16.4
-200.0,123.0,40.5,14.9
-200.0,129.0,41.4,13.8
-200.0,126.0,40.5,14.9
-200.0,149.0,39.6,17.0
-200.0,200.0,37.7,19.8
-200.0,174.0,34.3,24.2
-200.0,131.0,31.7,28.1
-200.0,135.0,30.2,30.8
-200.0,134.0,29.4,33.0
-200.0,96.0,29.2,33.1
-200.0,94.0,27.6,36.6
-200.0,79.0,27.2,36.9
-200.0,79.0,25.4,41.0
-200.0,89.0,23.4,47.4
-200.0,69.0,25.1,44.0
-200.0,91.0,23.9,46.5
-200.0,135.0,24.8,43.2
-200.0,166.0,27.0,38.7
-200.0,189.0,29.4,33.6
-200.0,193.0,34.8,23.4
-200.0,164.0,38.1,18.5
-200.0,139.0,38.9,18.0
-200.0,130.0,39.8,16.0
-200.0,129.0,41.7,12.5
-200.0,132.0,42.8,12.3
-200.0,101.0,41.4,14.2
-200.0,145.0,41.3,15.5
-200.0,133.0,38.3,19.4
-200.0,110.0,34.7,23.3
-200.0,126.0,32.6,26.3
-200.0,102.0,30.9,29.0
-200.0,104.0,30.1,30.2
-200.0,112.0,29.0,33.4
-200.0,89.0,28.3,36.8
-200.0,67.0,27.6,38.2
-200.0,63.0,25.8,43.1
-200.0,34.0,26.3,40.9
-200.0,73.0,23.3,50.1
-200.0,76.0,23.1,49.7
-200.0,102.0,24.2,46.4
-200.0,140.0,25.8,42.2
-200.0,150.0,28.1,37.3
-200.0,194.0,33.9,26.8
-200.0,162.0,38.0,17.2
-200.0,138.0,38.9,15.9
-200.0,123.0,40.4,15.0
-200.0,86.0,40.1,15.2
-200.0,107.0,42.0,14.2
-200.0,106.0,42.7,14.4
-200.0,99.0,41.6,14.5
4.1,140.0,39.6,18.8
3.8,163.0,36.1,25.5
3.4,144.0,33.3,29.9
2.9,120.0,31.2,33.2
3.1,120.0,30.1,35.8
3.5,106.0,28.9,39.1
2.4,95.0,27.8,43.3
1.6,70.0,26.9,46.1
1.3,67.0,26.4,47.1
1.0,70.0,23.8,55.4
0.8,50.0,24.9,50.6
1.1,60.0,25.0,49.2
4.4,127.0,24.7,50.9
-200.0,149.0,26.4,46.3
-200.0,158.0,28.1,42.0
3.3,190.0,34.0,29.9
2.1,127.0,37.3,22.9
2.1,130.0,40.1,19.0
2.0,125.0,42.0,15.8
1.5,113.0,42.8,14.3
2.1,143.0,44.3,13.0
2.3,157.0,44.6,12.6
2.8,170.0,43.4,14.8
3.6,187.0,40.6,18.2
4.0,181.0,37.1,21.3
3.7,158.0,34.5,25.5
2.5,112.0,32.2,30.4
2.3,100.0,30.4,35.4
2.5,105.0,29.4,38.7
2.7,107.0,28.6,38.7
1.3,72.0,27.7,40.5
0.8,59.0,28.0,39.8
0.5,55.0,25.6,45.8
0.8,70.0,23.6,51.5
1.0,59.0,25.1,46.5
2.9,95.0,24.5,48.3
3.8,120.0,26.6,42.8
3.5,133.0,29.0,37.6
2.4,133.0,34.2,28.5
1.8,120.0,37.3,22.9
2.1,132.0,40.1,17.5
2.1,135.0,42.2,14.6
1.5,121.0,41.9,15.2
1.5,123.0,43.1,13.8
1.8,129.0,42.8,13.8
2.1,129.0,41.1,16.5
3.0,156.0,38.7,20.3
2.8,131.0,35.8,24.1
2.5,115.0,33.1,28.3
1.4,79.0,30.1,33.9
1.7,86.0,29.0,36.6
1.8,91.0,28.5,38.4
2.4,99.0,27.8,39.9
1.9,83.0,27.0,42.8
1.4,74.0,26.4,44.5
0.7,64.0,25.1,48.5
0.8,61.0,24.6,52.2
0.7,62.0,24.4,50.5
1.0,65.0,25.2,49.1
1.7,79.0,26.6,50.8
1.9,90.0,28.0,46.9
2.3,116.0,32.7,34.5
1.7,89.0,36.6,26.5
1.3,68.0,37.8,26.3
1.2,53.0,38.3,27.1
0.8,34.0,35.4,32.4
0.9,38.0,37.3,28.8
1.1,53.0,36.6,28.2
1.2,62.0,35.1,29.6
1.3,82.0,32.3,33.4
1.4,88.0,29.9,37.9
1.2,70.0,28.2,41.9
0.9,53.0,27.2,45.9
1.1,57.0,27.3,45.7
1.5,73.0,27.0,47.1
1.7,83.0,23.7,69.3
0.9,52.0,23.8,63.5
0.7,52.0,24.7,56.9
-200.0,26.0,24.1,59.6
0.3,17.0,22.5,69.1
0.4,28.0,23.4,64.4
0.4,29.0,24.4,57.9
0.5,37.0,24.5,56.9
0.5,31.0,24.9,54.8
0.7,46.0,27.0,47.4
0.9,66.0,27.6,43.7
0.8,54.0,28.2,42.6
0.8,50.0,29.1,40.8
0.7,44.0,29.8,38.6
0.8,52.0,31.5,34.5
0.7,37.0,31.2,36.3
0.8,51.0,30.0,41.3
1.2,78.0,27.6,47.5
1.6,90.0,28.8,41.3
1.6,110.0,28.5,41.6
1.5,86.0,27.7,43.4
1.5,88.0,27.3,44.1
1.5,91.0,26.9,45.5
1.5,93.0,26.6,47.2
1.2,68.0,26.0,48.0
0.8,48.0,26.2,45.7
-200.0,22.0,25.6,46.8
-200.0,59.0,25.3,47.6
-200.0,102.0,25.4,48.5
-200.0,116.0,26.5,46.3
-200.0,109.0,27.9,42.7
-200.0,98.0,28.8,38.9
-200.0,97.0,31.7,31.5
-200.0,97.0,33.9,26.9
-200.0,90.0,34.7,26.5
-200.0,92.0,35.4,24.8
-200.0,76.0,35.2,24.1
-200.0,97.0,36.3,22.8
-200.0,101.0,35.4,23.8
-200.0,118.0,34.6,23.5
-200.0,129.0,33.0,28.2
-200.0,131.0,32.5,27.9
-200.0,130.0,30.5,29.9
-200.0,106.0,29.1,33.1
-200.0,92.0,28.4,35.8
-200.0,97.0,27.7,37.9
-200.0,80.0,28.3,35.5
-200.0,40.0,27.1,38.6
-200.0,49.0,25.8,40.9
-200.0,46.0,24.6,43.4
-200.0,37.0,25.1,42.3
-200.0,92.0,23.1,48.8
-200.0,115.0,24.7,46.8
-200.0,102.0,24.6,45.1
-200.0,104.0,26.2,38.5
-200.0,109.0,29.3,31.0
-200.0,108.0,31.2,26.6
-200.0,90.0,31.1,26.2
-200.0,81.0,31.7,26.4
-200.0,87.0,31.7,25.6
-200.0,82.0,32.6,22.5
-200.0,99.0,32.8,22.2
-200.0,119.0,32.4,22.4
-200.0,128.0,31.4,22.7
-200.0,111.0,28.4,24.7
-200.0,114.0,27.7,24.2
-200.0,100.0,26.1,28.3
-200.0,88.0,25.3,28.4
-200.0,78.0,25.2,27.7
-200.0,101.0,24.5,28.0
-200.0,77.0,23.6,31.9
-200.0,78.0,22.8,34.7
-200.0,65.0,20.5,41.2
-200.0,74.0,20.6,41.5
-200.0,83.0,20.2,42.5
-200.0,96.0,20.9,40.4
-200.0,120.0,22.4,38.0
-200.0,147.0,26.0,29.7
-200.0,148.0,31.4,18.6
-200.0,91.0,34.2,15.8
-200.0,94.0,35.4,15.3
-200.0,95.0,34.6,15.5
-200.0,92.0,33.9,16.2
-200.0,113.0,35.3,15.0
-200.0,111.0,36.8,13.7
-200.0,166.0,34.4,16.4
-200.0,143.0,32.3,20.7
-200.0,131.0,29.6,26.1
-200.0,102.0,28.6,27.2
-200.0,94.0,27.6,27.4
-200.0,96.0,26.3,29.0
-200.0,88.0,25.4,30.1
-200.0,72.0,24.7,32.1
-200.0,33.0,25.7,30.9
-200.0,33.0,23.9,34.4
-200.0,60.0,21.4,40.3
-200.0,72.0,21.2,41.2
-200.0,97.0,21.6,40.9
-200.0,136.0,24.0,36.6
-200.0,140.0,26.8,29.5
-200.0,171.0,31.8,19.4
-200.0,150.0,34.4,16.6
-200.0,117.0,35.3,16.7
-200.0,106.0,36.4,16.8
-200.0,95.0,34.8,19.5
-200.0,137.0,38.6,16.1
-200.0,129.0,38.5,16.5
-200.0,135.0,37.4,18.1
-200.0,127.0,35.7,19.8
-200.0,122.0,32.0,24.9
-200.0,118.0,29.7,28.1
-200.0,135.0,28.5,32.1
-200.0,134.0,27.6,40.5
-200.0,105.0,26.3,45.6
-200.0,104.0,25.7,46.1
-200.0,81.0,25.1,46.3
-200.0,69.0,23.5,51.3
-200.0,51.0,23.7,51.2
-200.0,52.0,23.0,52.2
-200.0,48.0,23.0,49.9
-200.0,105.0,23.0,50.9
-200.0,150.0,24.4,49.3
-200.0,160.0,26.8,46.6
-200.0,167.0,32.2,32.6
-200.0,141.0,34.8,26.0
-200.0,104.0,36.1,24.8
-200.0,101.0,37.7,21.8
-200.0,118.0,36.9,21.8
-200.0,121.0,39.1,18.7
-200.0,124.0,39.3,18.9
-200.0,127.0,38.2,21.8
-200.0,137.0,36.6,23.3
-200.0,137.0,33.3,28.7
-200.0,135.0,30.9,34.2
-200.0,118.0,29.1,38.9
-200.0,111.0,28.1,40.3
-200.0,85.0,27.0,41.6
-200.0,158.0,-200.0,-200.0
-200.0,77.0,25.7,46.8
-200.0,56.0,25.1,51.1
-200.0,37.0,23.8,55.3
0.8,49.0,23.7,54.6
1.2,71.0,22.6,58.8
1.0,71.0,24.0,53.4
1.5,86.0,25.2,51.0
2.8,125.0,27.3,47.1
3.4,160.0,32.8,33.4
3.3,174.0,36.0,28.0
2.9,146.0,38.5,23.8
2.2,127.0,39.8,20.5
1.6,114.0,38.1,22.0
0.9,65.0,40.0,20.0
1.1,77.0,40.4,19.8
1.0,68.0,39.1,20.7
1.3,92.0,37.3,24.3
1.6,104.0,34.0,30.9
1.8,114.0,31.8,34.5
2.2,105.0,30.1,37.7
1.8,85.0,28.6,42.3
2.3,92.0,27.7,44.6
2.0,82.0,26.6,47.5
1.8,70.0,25.7,50.7
0.9,40.0,25.1,53.9
0.6,26.0,23.5,63.6
0.4,21.0,24.3,59.4
0.4,30.0,23.3,62.0
0.4,21.0,24.1,63.1
0.8,35.0,25.0,60.7
0.8,36.0,27.3,52.4
0.9,48.0,32.4,37.3
0.7,39.0,35.4,31.3
0.6,34.0,37.4,28.2
0.5,33.0,39.2,20.2
0.6,42.0,38.1,18.5
0.7,85.0,40.2,17.7
0.9,92.0,39.7,19.1
0.9,84.0,38.5,19.8
1.2,100.0,36.6,24.6
1.4,95.0,33.1,32.7
1.5,77.0,30.7,38.7
1.7,85.0,29.5,42.7
1.7,83.0,27.8,52.6
1.7,88.0,27.4,55.5
1.9,68.0,27.3,57.1
1.2,97.0,26.7,60.1
0.7,51.0,26.2,61.6
0.2,5.0,25.5,61.8
0.4,35.0,25.1,62.4
0.8,56.0,24.6,62.7
1.9,110.0,25.7,58.9
1.9,124.0,28.4,50.7
1.9,115.0,32.7,36.9
1.9,119.0,34.0,32.7
1.7,107.0,35.6,29.2
1.4,99.0,37.1,25.6
1.2,95.0,36.1,26.4
1.4,105.0,37.9,23.8
1.4,117.0,38.0,22.2
1.9,157.0,36.9,22.7
2.2,173.0,35.5,25.7
1.9,139.0,32.8,32.2
1.7,116.0,30.5,38.2
1.2,91.0,28.8,43.5
0.3,98.0,28.0,46.2
0.1,93.0,27.1,49.4
0.1,74.0,26.4,52.2
-200.0,50.0,26.2,52.3
-200.0,36.0,27.1,47.4
-200.0,55.0,25.8,50.9
-200.0,86.0,27.2,47.2
-200.0,137.0,27.0,48.3
-200.0,140.0,25.9,51.5
-200.0,142.0,27.4,48.6
-200.0,185.0,29.1,45.5
-200.0,173.0,32.8,36.9
-200.0,158.0,34.7,32.1
-200.0,127.0,33.7,35.1
-200.0,111.0,35.1,32.4
-200.0,114.0,35.4,30.9
-200.0,109.0,36.5,28.7
-200.0,137.0,37.5,24.4
-200.0,134.0,35.5,28.9
-200.0,114.0,31.9,37.5
-200.0,100.0,30.1,45.0
-200.0,92.0,28.8,48.9
-200.0,97.0,28.8,48.8
-200.0,111.0,28.0,49.0
-200.0,89.0,27.5,51.5
-200.0,87.0,27.3,51.5
-200.0,69.0,26.7,53.3
-200.0,115.0,35.8,28.7
-200.0,108.0,36.8,27.2
-200.0,86.0,38.3,24.5
-200.0,84.0,34.2,30.8
-200.0,97.0,28.7,51.4
-200.0,102.0,23.9,69.1
-200.0,102.0,21.5,78.8
-200.0,99.0,21.6,78.5
-200.0,97.0,21.5,78.4
-200.0,101.0,20.8,80.9
-200.0,92.0,20.7,81.8
-200.0,70.0,23.1,70.1
-200.0,72.0,22.7,68.4
-200.0,80.0,22.1,72.6
-200.0,71.0,21.8,74.1
-200.0,69.0,21.9,72.8
-200.0,55.0,21.4,75.5
0.7,57.0,21.4,75.5
1.2,56.0,21.9,74.9
2.3,72.0,22.0,75.9
3.0,84.0,22.5,74.9
2.9,97.0,24.5,66.2
2.6,107.0,25.6,61.2
2.6,117.0,29.3,48.4
2.6,120.0,33.5,36.0
2.1,110.0,35.6,29.8
1.7,104.0,33.7,33.4
1.9,110.0,34.1,33.3
2.5,111.0,31.5,43.5
1.1,64.0,32.5,40.6
2.1,92.0,29.8,45.2
2.6,114.0,27.7,49.9
2.6,116.0,26.4,54.6
1.7,94.0,25.5,58.0
1.5,77.0,25.1,59.9
1.8,74.0,24.1,63.5
1.4,62.0,23.8,65.0
1.2,57.0,23.4,64.9
0.7,45.0,24.4,58.6
0.7,49.0,21.9,67.1
0.5,45.0,23.6,61.2
0.6,44.0,22.6,63.4
0.9,43.0,22.9,62.6
1.2,51.0,23.3,61.8
2.0,84.0,25.4,56.2
1.9,96.0,30.6,41.9
1.7,88.0,33.5,34.0
1.2,67.0,35.5,29.8
1.1,64.0,37.5,24.7
1.0,54.0,35.1,25.2
1.0,56.0,38.1,21.1
1.0,68.0,38.5,21.8
1.2,67.0,36.8,29.5
1.6,95.0,34.9,33.4
1.6,86.0,32.2,37.4
1.6,93.0,29.7,41.7
1.3,68.0,27.7,47.4
1.9,95.0,27.3,49.4
1.9,93.0,26.3,51.3
1.5,69.0,25.7,54.1
1.1,55.0,25.4,55.1
0.8,39.0,24.9,57.3
0.6,33.0,23.9,61.2
0.6,29.0,23.8,61.3
0.7,36.0,23.4,61.7
0.6,38.0,24.3,58.4
1.0,47.0,25.1,56.6
1.2,64.0,27.3,51.3
1.0,49.0,29.5,45.9
1.3,64.0,27.6,52.4
1.4,79.0,25.4,68.0
0.8,45.0,32.2,40.3
0.6,30.0,31.6,38.9
0.7,35.0,33.0,37.3
0.8,37.0,35.1,32.1
0.9,46.0,35.0,31.1
1.0,54.0,33.8,32.1
1.5,79.0,31.1,38.8
1.5,79.0,29.0,46.1
1.7,98.0,28.1,50.6
1.9,93.0,27.1,54.7
1.7,89.0,26.6,56.4
1.2,57.0,25.8,60.4
1.1,51.0,25.5,61.6
0.8,39.0,24.9,63.5
-200.0,30.0,23.8,65.7
0.7,46.0,23.2,68.0
1.2,55.0,23.2,67.5
2.3,63.0,24.3,63.3
2.5,42.0,25.5,59.7
2.4,5.0,27.7,52.5
1.4,39.0,31.8,38.9
1.2,39.0,32.7,34.1
1.6,71.0,34.3,31.5
1.4,65.0,34.2,31.5
1.2,71.0,33.9,32.3
1.5,72.0,34.4,31.9
1.4,76.0,-200.0,-200.0
1.5,75.0,-200.0,-200.0
1.7,86.0,-200.0,-200.0
2.2,96.0,-200.0,-200.0
1.9,95.0,29.8,41.7
1.6,74.0,28.8,45.9
1.5,76.0,28.2,51.1
1.4,66.0,27.5,54.4
1.0,49.0,27.4,55.0
0.7,29.0,28.1,51.6
0.5,11.0,26.3,56.5
0.5,25.0,24.4,63.6
0.7,34.0,23.5,67.4
1.2,42.0,23.4,65.7
2.2,47.0,24.5,61.3
2.9,62.0,26.0,55.8
2.6,81.0,28.5,48.5
2.6,90.0,33.6,35.7
2.2,95.0,36.5,28.9
1.5,86.0,39.0,23.7
0.9,64.0,38.8,23.7
1.0,62.0,38.0,24.0
1.1,75.0,40.5,23.3
1.2,88.0,39.8,25.4
1.8,126.0,39.6,23.3
1.8,96.0,38.8,24.7
1.7,79.0,34.7,35.9
1.7,67.0,32.3,43.6
1.6,62.0,30.7,48.1
1.7,64.0,29.5,50.6
1.8,63.0,28.8,52.0
1.5,60.0,28.2,55.0
1.2,49.0,27.2,59.1
0.8,36.0,26.7,60.7
0.5,24.0,26.4,61.6
0.7,32.0,25.9,63.6
1.1,42.0,26.1,63.7
1.4,42.0,26.8,60.5
1.7,51.0,27.9,56.5
1.8,58.0,29.8,51.1
1.8,67.0,33.6,41.0
1.7,68.0,35.1,38.1
1.3,56.0,36.2,34.9
1.3,47.0,38.0,30.7
1.0,46.0,36.6,30.8
1.0,50.0,38.8,25.4
1.4,65.0,38.7,25.8
1.6,69.0,37.4,29.9
1.4,63.0,36.2,31.1
1.7,69.0,33.8,34.5
1.4,57.0,31.4,40.7
1.5,59.0,30.8,45.0
1.4,54.0,29.4,50.0
1.5,57.0,28.1,54.1
1.6,46.0,27.3,57.8
1.2,65.0,26.7,60.6
0.9,62.0,25.9,64.5
-200.0,25.0,26.7,61.0
0.7,37.0,25.8,64.6
0.7,41.0,26.5,60.6
1.7,60.0,26.4,61.7
2.2,65.0,27.5,60.1
1.9,71.0,29.4,53.1
1.5,61.0,33.4,39.9
1.6,65.0,33.2,39.2
1.3,54.0,34.5,35.1
1.1,58.0,37.1,30.5
1.0,56.0,35.9,32.1
1.0,60.0,37.3,28.0
1.1,69.0,38.1,26.3
1.3,67.0,37.1,27.2
1.5,79.0,35.2,31.2
1.6,86.0,32.1,38.7
1.5,79.0,30.3,45.1
1.3,67.0,29.3,50.2
1.2,65.0,28.6,53.7
1.6,67.0,27.8,57.4
1.4,62.0,27.4,59.4
1.1,48.0,27.2,59.3
0.7,33.0,26.7,61.0
0.5,11.0,25.4,63.1
0.5,34.0,26.1,60.3
0.8,52.0,25.2,67.1
1.6,80.0,26.0,61.9
1.6,86.0,27.0,57.5
1.4,77.0,30.5,44.4
1.5,93.0,33.4,35.1
1.2,109.0,35.7,29.0
1.1,89.0,35.8,27.7
0.8,71.0,36.3,27.4
0.7,56.0,33.6,28.8
0.7,68.0,35.2,20.5
0.7,61.0,35.0,22.4
1.0,70.0,34.0,25.2
1.0,76.0,32.0,28.2
1.2,78.0,29.4,34.4
1.1,80.0,28.1,41.1
1.0,71.0,26.9,47.5
1.2,74.0,26.6,50.4
1.4,90.0,25.9,52.9
1.3,78.0,25.4,54.6
1.0,63.0,25.1,55.7
0.6,42.0,25.1,55.3
0.4,27.0,25.2,55.0
0.4,29.0,25.6,53.5
0.5,41.0,24.7,55.9
1.1,61.0,24.0,57.2
1.2,68.0,25.0,53.2
0.9,58.0,28.0,43.4
0.9,52.0,31.6,35.5
1.0,57.0,35.0,29.0
0.8,51.0,35.3,27.6
0.8,53.0,36.2,24.1
0.7,49.0,34.8,24.5
0.7,44.0,38.2,19.6
0.7,48.0,38.9,20.3
0.7,46.0,36.9,27.1
0.9,56.0,35.2,32.1
1.2,73.0,32.0,38.2
1.4,85.0,29.8,41.8
1.2,72.0,28.2,45.9
1.0,53.0,27.1,48.2
0.9,47.0,26.7,49.5
0.7,37.0,26.1,50.8
0.5,34.0,25.7,52.5
0.5,33.0,24.8,55.4
-200.0,27.0,22.4,62.2
0.4,27.0,22.5,61.8
0.4,27.0,22.7,59.2
0.5,28.0,23.0,58.4
0.7,36.0,23.9,56.3
1.1,59.0,26.3,50.1
1.0,56.0,32.1,34.0
1.2,70.0,35.8,25.7
1.1,36.0,38.3,19.8
0.6,17.0,37.3,20.5
0.4,14.0,36.3,18.4
0.4,24.0,36.8,16.9
0.5,36.0,37.9,15.9
0.6,43.0,36.7,17.1
0.8,60.0,33.8,21.9
1.0,81.0,32.6,24.6
1.1,87.0,30.6,28.4
1.1,85.0,29.4,30.5
1.6,91.0,28.4,34.4
0.9,55.0,28.3,34.1
0.7,42.0,27.8,35.2
0.7,43.0,25.3,39.7
0.5,20.0,24.5,41.5
0.3,23.0,23.3,41.9
0.4,43.0,21.5,45.6
0.9,68.0,21.3,47.0
1.3,62.0,22.2,45.0
1.6,65.0,23.6,40.8
2.1,93.0,27.1,32.4
2.0,110.0,33.4,20.1
1.4,106.0,35.3,17.0
1.4,77.0,37.4,14.7
0.9,60.0,38.6,14.6
0.8,67.0,35.8,17.8
0.8,57.0,38.4,16.4
1.0,60.0,39.7,15.3
1.3,69.0,38.8,15.8
1.3,77.0,35.2,22.3
1.3,77.0,31.7,28.2
1.6,87.0,30.4,30.9
1.4,88.0,29.5,32.1
1.3,84.0,28.0,34.9
1.0,65.0,28.2,36.6
0.9,54.0,26.5,40.7
0.6,37.0,28.3,36.7
0.5,36.0,25.7,43.8
0.4,29.0,24.3,48.3
0.4,25.0,23.6,49.2
1.0,41.0,22.2,53.9
2.2,68.0,22.5,52.3
2.5,82.0,24.3,47.8
2.3,137.0,27.3,40.7
2.0,119.0,33.3,28.2
1.4,71.0,36.4,27.1
1.7,78.0,36.8,26.2
1.5,72.0,36.4,26.8
1.7,74.0,33.3,32.8
1.6,70.0,31.3,39.5
1.4,55.0,29.9,44.7
1.4,54.0,29.1,48.4
1.4,53.0,28.0,52.9
1.2,46.0,27.7,53.0
0.9,38.0,27.7,52.6
0.6,30.0,28.3,49.5
0.5,16.0,27.7,52.5
0.5,12.0,27.5,53.0
0.8,38.0,27.1,54.4
1.4,56.0,27.6,52.1
1.2,57.0,29.0,48.5
1.0,39.0,31.0,42.9
1.2,47.0,32.5,39.4
1.1,35.0,36.9,30.9
1.2,44.0,36.2,30.6
1.1,43.0,37.7,27.7
1.0,34.0,37.1,27.2
1.0,36.0,39.5,24.3
1.2,44.0,39.9,23.8
1.7,63.0,39.6,24.3
1.7,60.0,37.2,29.1
1.7,66.0,33.9,37.1
1.7,68.0,31.6,43.6
1.6,83.0,32.9,24.9
1.3,64.0,34.4,23.5
1.0,50.0,34.3,22.5
0.9,53.0,33.4,21.6
1.0,57.0,36.1,18.4
1.1,55.0,37.3,15.4
1.5,70.0,36.8,16.2
1.5,68.0,34.9,20.9
1.6,73.0,30.8,26.5
1.7,92.0,28.9,28.3
1.4,80.0,27.0,30.7
1.2,60.0,26.6,30.6
1.1,49.0,26.0,33.1
1.1,53.0,24.1,37.9
1.2,50.0,22.2,43.1
0.7,34.0,22.8,41.3
0.4,21.0,21.7,42.6
0.7,48.0,20.2,47.1
1.1,71.0,20.1,47.8
1.6,94.0,20.6,45.5
2.3,118.0,22.4,41.1
1.6,105.0,25.0,36.6
2.0,122.0,29.9,26.2
1.6,121.0,32.9,21.8
1.6,115.0,35.0,17.9
1.3,107.0,34.6,18.2
1.0,86.0,33.8,22.8
1.6,118.0,36.3,19.5
2.0,129.0,38.3,17.9
1.7,90.0,36.9,20.9
1.7,87.0,33.9,30.0
1.4,65.0,29.8,43.4
1.3,61.0,27.5,50.4
1.3,62.0,27.5,50.4
1.6,85.0,28.1,48.0
1.8,83.0,26.9,49.6
1.5,84.0,26.0,48.0
1.3,71.0,24.9,50.6
1.1,62.0,23.7,53.2
0.6,40.0,22.9,56.1
0.7,50.0,23.3,55.5
1.1,78.0,23.6,54.2
1.9,89.0,24.9,52.9
3.5,106.0,26.4,50.8
2.9,107.0,28.1,47.4
2.2,93.0,30.2,43.2
2.0,95.0,31.2,41.9
1.7,78.0,33.9,36.0
1.6,76.0,33.9,34.1
1.3,66.0,34.4,30.6
1.3,71.0,35.3,28.5
1.3,61.0,36.3,28.3
1.6,73.0,35.3,29.4
1.3,54.0,32.5,34.1
1.4,53.0,29.1,42.1
1.4,69.0,27.8,35.6
1.3,77.0,27.0,30.0
1.4,83.0,26.3,37.3
1.5,94.0,25.2,40.8
1.5,84.0,24.3,43.3
0.9,55.0,23.3,45.3
0.6,35.0,24.1,44.0
-200.0,31.0,23.0,47.7
0.5,45.0,23.7,46.7
1.0,59.0,-200.0,-200.0
1.9,83.0,-200.0,-200.0
2.6,90.0,-200.0,-200.0
1.7,87.0,-200.0,-200.0
1.7,83.0,-200.0,-200.0
1.4,71.0,-200.0,-200.0
1.6,77.0,-200.0,-200.0
1.3,75.0,-200.0,-200.0
0.9,52.0,-200.0,-200.0
1.4,76.0,-200.0,-200.0
1.0,60.0,-200.0,-200.0
2.2,99.0,-200.0,-200.0
1.9,88.0,-200.0,-200.0
2.1,91.0,-200.0,-200.0
1.7,91.0,-200.0,-200.0
1.0,68.0,-200.0,-200.0
1.1,71.0,-200.0,-200.0
0.7,49.0,-200.0,-200.0
1.3,71.0,-200.0,-200.0
1.3,76.0,-200.0,-200.0
1.0,67.0,-200.0,-200.0
0.6,58.0,-200.0,-200.0
0.7,53.0,-200.0,-200.0
1.1,52.0,-200.0,-200.0
2.4,68.0,-200.0,-200.0
2.4,69.0,-200.0,-200.0
2.3,83.0,-200.0,-200.0
2.2,99.0,-200.0,-200.0
1.8,101.0,-200.0,-200.0
2.0,104.0,-200.0,-200.0
1.5,89.0,-200.0,-200.0
1.4,88.0,-200.0,-200.0
1.5,89.0,-200.0,-200.0
1.6,92.0,-200.0,-200.0
1.9,109.0,-200.0,-200.0
2.0,107.0,-200.0,-200.0
2.3,116.0,-200.0,-200.0
2.4,124.0,-200.0,-200.0
1.8,112.0,-200.0,-200.0
1.7,99.0,-200.0,-200.0
1.2,85.0,-200.0,-200.0
0.8,69.0,-200.0,-200.0
0.7,58.0,-200.0,-200.0
0.6,49.0,-200.0,-200.0
0.6,56.0,20.0,59.3
0.4,33.0,22.5,48.6
0.5,39.0,19.5,57.0
0.7,43.0,19.6,56.1
1.2,62.0,20.7,53.3
1.7,81.0,24.7,41.8
1.8,102.0,29.9,30.5
1.5,86.0,32.3,27.2
1.2,37.0,34.3,24.5
1.1,64.0,33.4,22.5
1.9,101.0,33.8,25.8
1.4,71.0,34.5,28.6
2.0,82.0,32.7,33.0
2.7,104.0,31.4,35.4
2.8,105.0,27.7,43.5
2.0,87.0,26.2,47.8
2.1,98.0,25.7,48.7
2.0,105.0,25.2,50.1
1.8,104.0,24.4,53.4
1.9,96.0,23.7,55.4
1.3,79.0,22.8,58.5
0.7,61.0,22.8,58.5
0.5,48.0,20.8,64.9
0.6,63.0,19.7,66.8
1.3,92.0,19.8,64.3
3.6,99.0,20.6,62.3
4.9,117.0,23.2,54.0
3.9,142.0,26.3,43.1
2.2,121.0,29.1,35.4
1.9,122.0,30.0,31.6
2.2,108.0,32.4,26.3
2.0,80.0,31.3,29.1
1.7,93.0,31.1,28.6
2.0,108.0,33.3,24.4
2.1,118.0,35.5,21.2
3.2,149.0,34.6,22.0
4.0,171.0,33.3,23.6
4.4,154.0,30.0,28.5
3.0,122.0,28.0,33.0
2.2,126.0,27.2,37.4
1.7,121.0,26.6,39.9
1.9,125.0,25.3,41.7
2.0,126.0,24.3,44.7
1.5,96.0,24.4,45.6
0.8,73.0,23.1,49.9
0.6,65.0,21.8,54.1
